User Name,Annotation,comment_Text,Multi,Score,Reply Content,Unnamed: 6
Zieneth Starr,Non_Functional,"I've tried this on 2 different watches with the same results. In order to pause the trip and finish, you have to swipe down from the top of the watch face - which on galaxy watches is how you get watch shortcuts also. A terrible design conflict with WearOS. Was really hoping this would be fixed on the last update. Nope. I still have to grab my phone.",Usability,1,,
David A,Non_Functional,"I used to use it all the time, but each new version was worse than the last. Today I go for a six hour walk, perfect reception the whole time, and though the timer keeps running half way through it just erased the first half of the walk. And when I get home it thinks the second half was me flying apparently. Utterly useless. Also burned fully half my battery while it failed to record.",Performance,1,,
Noelene McNamara,Non_Functional,"Creating an account, getting to the last screen to create, and saying "" couldn't create your account, retry"" so retried over and over and still couldn't create.",Usability,1,,
A Google user,Non_Functional,"something has gone wrong with this app. I loved using it until Monday when it totally stopped working, all I get is the pink screen. Have even uninstalled it and reinstalled without success. Noticed the memory space is showing as a massive 254mb as apposed to the 58mg listed. ive been using it for a couple of years now and it was perfect for me. Hopefully they can get it sorted. would happily reinstall if it was fixed",Performance,1,,
Graham Taylor,Non_Functional,"I've used this app for three days, and something has gone wrong every time. Day 1 the app stopped recording my walk half way through. Day 2 the map suddenly reset part way, and then showed me walking in a straight line through buildings instead of on the street! Have I got the setup wrong, or is it the app? . . . . Day 3 - same as Day 1/2. It stopped recording on the map half way through my walk, and it showed me walking through the middle of buildings rather than on the pavement. So, I'm giving up on this app . . . no use at all!",Reliability,1,,
Sergey Bazak,Non_Functional,"I switched to this app from ""Endomondo"", which I have been using for walking since 2012. I really miss the auto stop feature. It would also be nice to add the ability to select the average speed (km/h) instead of pace (min/km) on the main screen and in the statistics. Mostly I walk with the dog and tried to choose a ""Dog Walk"" instead of a ""Walk"", but did not understand the difference. In general, the score is somewhere 4-. the ""Endomondo"" was easier and BETTER.",Usability,1,,
Ahmed Kassem,Non_Functional,"Trying to fulfill the goal of distance in your app, but your app doesn't catch the GPS signal, only before reaching home in few minutes, it gets it. That’s ridiculous",Performance,1,,
A Google user,Non_Functional,"After using this for a couple of years it suddenly stopped working on my other device. The error message said it wasn't synching due to my internet connection, but it allowed me to continue using it, but I've now lost all data from workouts since then as when i tried to reinstall it suddenly told me my device is no longer compatible. Not impressed.",Reliability,1,,
A Google user,Non_Functional,"It doesn't track AT ALL my walk or anything. The map is completely nonsense, and keeps on drawing a random route when my GPS is really precise as I have a new phone. When Google Maps is telling me real time where I am, this app here goes crazy. The common sense tells me I do not climb walls and go through the buildings as the map says, drawing perfect straight lines. Waste of time.",Usability,1,,
OST Factory,Non_Functional,"Very clunky app, what is the use of advanced features when even the basic ones don't work smoothly. The biggest issue is the splash screen, sometimes while resuming a workout if you minimize the app, be prepared to stare at the splash screen upon maximization for upto an hour!! And this is one a One plus with 8 gigs of ram, other issues include app randomly getting killed even in foreground, app suddenly deciding to stop measuring distance traveled but continue to keep tracking time! Uninstall",Performance,1,,
